Country,B-G Namespace,Year,Air Quality Network,Air Quality Network Name,Timezone,Air Quality Station EoI Code,Air Quality Station Nat Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Longitude,Latitude,Altitude,Altitude Unit,Air Quality Station Area,Air Quality Station Type,Operational Activity Begin,Operational Activity End,Sample Id,Inlet Height,Inlet Height Unit,Building Distance,Building Distance Unit,Kerb Distance,Kerb Distance Unit,Distance Source,Distance Source Unit,Main Emission Sources,Heating Emissions,Heating Emissions Unit,Mobile,Traffic Emissions,Traffic Emissions Unit,Industrial Emissions,Industrial Emissions Unit,Municipality,Dispersion Local,Dispersion Regional,Distance Junction,Distance Junction Unit,Heavy Duty Fraction,Height Facades,Street Width,Traffic Speed,Traffic Volume,Process Id,Process Activity Begin,Process Activity End,Measurement Type,Measurement Method,Other Measurement Method,Measurement Equipment,Other Measurement Equipment,Sampling Method,Other Sampling Method,Analytical Technique,Other Analytical Technique,Equivalence Demonstrated,Demonstration Report,Detection Limit,Detection Limit Unit,Documentation,QA Report,Duration,Duration Unit,Cadence,Cadence Unit,Source Data URL,Imported
"Austria","AT.0008.20.AQ","2025","NET.01","Amt der Burgenländischen Landesregierung","UTC+01","AT10003","010003","Kittsee","SPO.01.0003.16.7.1","O3","17.070320","48.109150","136.000000","m","rural-nearcity","background","31/07/1988 00:00:00","","SAM.01.0003.16.7.1","4.0","m","1000.0","m","1200.0","m","7500.0","m","Other","","","0","","","","t.year-1","2421 Kittsee","open","plane","","","","","","","","SPP.01.0003.16.7.1.16796","31/07/1988 00:00:00","","automatic","UV-P","","ML8810","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.5","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envaukgyw/AQD_Dataset_D_2025_AT.xml","23/12/2025 02:00:13"
"Austria","AT.0008.20.AQ","2025","NET.01","Amt der Burgenländischen Landesregierung","UTC+01","AT10003","010003","Kittsee","SPO.01.0003.16.7.1","O3","17.070320","48.109150","136.000000","m","rural-nearcity","background","31/07/1988 00:00:00","","SAM.01.0003.16.7.1","4.0","m","1000.0","m","1200.0","m","7500.0","m","Other","","","0","","","","t.year-1","2421 Kittsee","open","plane","","","","","","","","SPP.01.0003.16.7.1.17135","31/07/1988 00:00:00","","automatic","UV-P","","horibaAPOA350E","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.8","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envaukgyw/AQD_Dataset_D_2025_AT.xml","23/12/2025 02:00:13"
"Austria","AT.0008.20.AQ","2025","NET.01","Amt der Burgenländischen Landesregierung","UTC+01","AT10003","010003","Kittsee","SPO.01.0003.16.7.1","O3","17.070320","48.109150","136.000000","m","rural-nearcity","background","31/07/1988 00:00:00","","SAM.01.0003.16.7.1","4.0","m","1000.0","m","1200.0","m","7500.0","m","Other","","","0","","","","t.year-1","2421 Kittsee","open","plane","","","","","","","","SPP.01.0003.16.7.1.17206","31/07/1988 00:00:00","","automatic","UV-P","","horibaAPOA350E","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.8","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envaukgyw/AQD_Dataset_D_2025_AT.xml","23/12/2025 02:00:13"
"Austria","AT.0008.20.AQ","2025","NET.01","Amt der Burgenländischen Landesregierung","UTC+01","AT10003","010003","Kittsee","SPO.01.0003.16.7.1","O3","17.070320","48.109150","136.000000","m","rural-nearcity","background","31/07/1988 00:00:00","","SAM.01.0003.16.7.1","4.0","m","1000.0","m","1200.0","m","7500.0","m","Other","","","0","","","","t.year-1","2421 Kittsee","open","plane","","","","","","","","SPP.01.0003.16.7.1.2555","31/07/1988 00:00:00","","automatic","UV-P","","thermo49c","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.4","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envaukgyw/AQD_Dataset_D_2025_AT.xml","23/12/2025 02:00:13"
"Austria","AT.0008.20.AQ","2025","NET.01","Amt der Burgenländischen Landesregierung","UTC+01","AT10003","010003","Kittsee","SPO.01.0003.16.7.1","O3","17.070320","48.109150","136.000000","m","rural-nearcity","background","31/07/1988 00:00:00","","SAM.01.0003.16.7.1","4.0","m","1000.0","m","1200.0","m","7500.0","m","Other","","","0","","","","t.year-1","2421 Kittsee","open","plane","","","","","","","","SPP.01.0003.16.7.1.2556","31/07/1988 00:00:00","","automatic","UV-P","","APIT400","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.1","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envaukgyw/AQD_Dataset_D_2025_AT.xml","23/12/2025 02:00:13"
"Austria","AT.0008.20.AQ","2025","NET.01","Amt der Burgenländischen Landesregierung","UTC+01","AT10003","010003","Kittsee","SPO.01.0003.16.7.1","O3","17.070320","48.109150","136.000000","m","rural-nearcity","background","31/07/1988 00:00:00","","SAM.01.0003.16.7.1","4.0","m","1000.0","m","1200.0","m","7500.0","m","Other","","","0","","","","t.year-1","2421 Kittsee","open","plane","","","","","","","","SPP.01.0003.16.7.1.6779","31/07/1988 00:00:00","","automatic","UV-P","","horibaAPOA350E","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.8","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envaukgyw/AQD_Dataset_D_2025_AT.xml","23/12/2025 02:00:13"
"Austria","AT.0008.20.AQ","2025","NET.01","Amt der Burgenländischen Landesregierung","UTC+01","AT10007","010007","Rohr im Burgenland","SPO.01.0007.64489.7.1","O3","16.162780","47.117890","250.000000","m","rural","background","15/05/2024 00:00:00","","SAM.01.0007.64489.7.1","4.0","m","","","","","","m","Other","","","0","","","","t.year-1","7554 Rohr im Burgenland","open","plane","","","","","","","","SPP.01.0007.64489.7.1.12398","15/05/2024 00:00:00","","automatic","UV-P","","APIT400","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.1","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envaukgyw/AQD_Dataset_D_2025_AT.xml","23/12/2025 02:00:13"
"Austria","AT.0008.20.AQ","2025","NET.01","Amt der Burgenländischen Landesregierung","UTC+01","AT10035","010035","Jennersdorf Schule","SPO.01.0035.67100.7.1","O3","16.148270","46.942040","240.000000","m","suburban","background","19/04/2016 00:00:00","05/07/2018 00:00:00","SAM.01.0035.67100.7.1","4.0","m","","","","","","m","Other","","","0","","","","t.year-1","8380 Jennersdorf","open","valley-hilly","","","","","","","","SPP.01.0035.67100.7.1.12301","19/04/2016 00:00:00","05/07/2018 00:00:00","automatic","UV-P","","thermo49c","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.4","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envaukgyw/AQD_Dataset_D_2025_AT.xml","23/12/2025 02:00:13"
"Austria","AT.0008.20.AQ","2025","NET.01","Amt der Burgenländischen Landesregierung","UTC+01","AT11002","011002","Oberwart Brunnenfeld","SPO.01.1002.64140.7.1","O3","16.193060","47.304170","330.000000","m","rural","background","01/05/1993 00:00:00","20/10/2008 00:00:00","SAM.01.1002.64140.7.1","4.0","m","","","","","","m","Other","","","0","","","","t.year-1","7400 Oberwart","open","valley-hilly","","","","","","","","SPP.01.1002.64140.7.1.6015","01/05/1993 00:00:00","20/10/2008 00:00:00","automatic","UV-P","","horibaAPOA350E","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.8","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envaukgyw/AQD_Dataset_D_2025_AT.xml","23/12/2025 02:00:13"
"Austria","AT.0008.20.AQ","2025","NET.01","Amt der Burgenländischen Landesregierung","UTC+01","AT11002","011002","Oberwart Brunnenfeld","SPO.01.1002.64140.7.1","O3","16.193060","47.304170","330.000000","m","rural","background","01/05/1993 00:00:00","20/10/2008 00:00:00","SAM.01.1002.64140.7.1","4.0","m","","","","","","m","Other","","","0","","","","t.year-1","7400 Oberwart","open","valley-hilly","","","","","","","","SPP.01.1002.64140.7.1.6785","01/05/1993 00:00:00","20/10/2008 00:00:00","automatic","UV-P","","thermo49c","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.4","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envaukgyw/AQD_Dataset_D_2025_AT.xml","23/12/2025 02:00:13"
